9;13;6;5;2;1;-1;-21;0
-3;-3;0;-3;1;0;-2;-9;0
4;0;-7;-4;-3;1;2;4;0
9;8;0;-4;-3;-1;1;2;0
0;0;3;1;0;-1;-1;0;0
-3;3;-1;0;0;-2;-1;-9;0
-5;-12;-1;-1;0;-1;-1;3;0
4;1;0;-1;0;0;-3;-3;0
-1;0;-3;-1;0;-2;-1;5;0
-5;9;1;-1;-3;-2;-2;-3;0
0;-13;0;-1;-1;0;0;1;0
-5;-4;0;-1;-2;0;-1;-4;0
-5;2;-4;-3;-1;2;-3;1;0
3;-2;-2;2;-1;0;0;-3;0
3;-1;-4;0;2;2;1;0;0
-4;6;3;-3;-3;-2;0;-2;0
8;-4;-1;-4;-2;-1;1;2;0
1;-1;2;2;3;0;1;-3;0
-3;2;-1;-4;-3;-3;-1;-6;0
6;3;-1;-3;0;-1;4;24;0
7;-1;-9;-8;-5;-1;5;-1;0
4;-4;0;-1;3;-1;0;1;0
-6;-8;0;0;2;-3;-3;-2;0
-2;12;1;1;3;2;-4;-5;0
-2;8;2;0;-2;0;-2;-5;0
0;9;-3;-3;-2;-1;-1;-2;0
-2;-18;0;0;-2;-1;0;3;0
-1;-5;1;0;-2;-2;-3;-9;0
-8;-9;-4;0;1;-1;-3;1;0
0;4;-3;-1;-1;-1;-2;-4;0
-2;1;2;-1;-3;-3;-2;-1;0
-3;-1;-1;-3;-1;-2;2;-2;0
-1;4;3;1;-1;0;-1;1;0
-2;-7;-2;-2;0;-1;-2;-1;0
-1;-2;-2;0;-1;-1;-1;-1;0
3;-1;1;2;0;2;-1;-1;0
4;3;0;1;2;0;0;0;0
-5;-8;-1;-2;-1;-3;-1;7;0
-4;2;0;-1;-2;-4;-2;7;0
8;7;-2;0;-1;-1;1;0;0
-3;-4;-4;-1;-1;-1;0;-2;0
4;-5;6;2;0;-1;-2;-3;0
0;6;2;3;4;0;-1;-7;0
-13;-8;2;4;2;0;-4;-10;0
-10;-9;-4;-7;-4;-2;1;24;0
-4;0;-2;-3;-4;0;0;11;0
-2;1;-1;1;0;0;0;1;0
-1;-12;-5;-5;-5;-2;-1;-5;0
5;10;1;1;-1;0;-2;-4;0
-1;-2;-1;0;-3;0;-1;-4;0
2;-15;-3;-3;-4;-1;-1;1;0
-4;11;3;1;3;-1;-2;8;0
-2;-14;-2;0;-1;-3;-1;-9;0
1;8;0;-2;-1;-2;1;4;0
13;26;0;-1;-1;-1;0;-7;0
-1;-19;-3;-4;3;0;2;-2;0
-7;1;-3;-3;-1;-1;-1;-8;0
-7;-4;2;2;0;-1;-1;-7;0
1;0;-1;-1;1;5;0;-1;0
-6;4;0;-2;-2;-1;1;-1;0
15;4;3;3;3;-1;-2;-12;0
9;-4;-7;-1;-1;0;3;0;0
-3;-1;-2;-2;-1;-2;-1;1;0
6;3;-1;1;0;-1;-1;-3;0
-1;-5;0;-2;-3;-1;0;-4;0
1;-1;-1;1;0;1;-2;-3;0
5;-1;1;-2;1;-1;-1;0;0
-4;6;3;1;-5;-3;-5;-6;0
-2;-4;-1;-1;1;-2;-3;0;0
-8;-12;-1;-3;6;-2;-1;-4;0
19;29;6;0;3;-4;1;10;0
10;7;-4;-3;1;-2;-2;-6;0
-10;-20;-5;-5;-6;-2;-1;22;0
-5;-6;0;1;-5;-2;-1;0;0
-2;-5;-1;1;-1;1;0;-8;0
4;0;0;0;-2;1;0;-9;0
2;13;0;0;-1;1;0;-2;0
-3;-4;-3;-1;-2;2;-2;-5;0
-12;-11;-6;-4;-7;-3;-1;3;0
-5;0;-3;-2;-8;-6;0;3;0
-5;-6;-2;-3;4;1;-1;-3;0
-4;0;0;0;1;-1;-1;-1;0
-3;-2;0;0;2;-1;-1;-4;0
-17;-11;-5;-3;-3;-4;-1;4;0
13;-2;-1;-2;-1;-1;2;3;0
4;7;0;-3;-3;-3;0;3;0
-3;-8;-3;-3;-5;-4;-1;-3;0
-6;-2;-4;-3;2;-1;-3;3;0
6;6;2;3;1;0;1;-6;0
2;3;-2;0;-2;0;0;-1;0
-15;-9;-3;0;-3;0;-3;-6;0
7;-3;-4;-8;-3;1;0;-2;0
-4;2;0;1;1;0;-1;5;0
1;-2;0;-2;-3;-2;-3;-6;0
-20;-13;-6;-3;-1;-1;-1;-2;0
9;9;6;8;6;4;-1;-5;0
-3;-1;-3;-3;-4;-3;-1;0;0
21;6;2;3;2;2;1;-4;0
0;-1;0;-2;-1;-2;-1;0;0
-2;-28;-2;2;0;-1;0;0;0
-7;25;0;1;1;1;-1;-3;0
-7;-7;-5;0;2;0;-1;0;0
2;7;0;0;0;1;2;-1;0
-3;1;0;-2;-1;0;-1;1;0
0;-11;-1;-2;0;0;-2;-3;0
3;8;0;-2;-1;-1;-1;-2;0
1;0;-1;-1;-1;0;0;2;0
1;3;-3;-1;-1;1;-3;-4;0
-7;-10;-2;-1;-3;0;0;-2;0
-12;-1;0;-2;-1;-2;-2;1;0
0;-4;2;1;0;-2;-2;1;0
-2;-1;0;0;-1;-1;-2;-3;0
-1;0;-3;-2;-1;-3;-2;-5;0
-3;-7;-3;-1;-3;-2;-2;-1;0
2;2;0;-1;2;-2;0;-4;0
1;3;1;2;2;0;0;4;0
-1;-3;1;-6;-3;-3;2;4;0
-14;8;-3;-2;-1;-1;0;0;0
-1;-14;-2;-1;-1;1;-1;-1;0
0;6;0;1;0;1;1;-1;0
-8;-5;-4;3;-1;0;-3;-2;0
7;3;1;0;-2;-1;1;-2;0
-1;3;-5;-2;-2;-1;-2;-1;0
-3;-3;1;0;0;0;0;1;0
3;-6;0;1;1;-1;-1;0;0
-13;-5;-3;-2;0;-2;-1;-7;0
11;10;1;0;-1;1;1;1;0
-9;-6;3;-2;-4;-2;-1;5;0
1;4;-2;-3;-3;0;-2;-4;0
-1;-2;0;1;0;0;0;0;0
-1;-15;-2;-4;-2;-3;0;3;0
-2;31;1;-2;-1;0;-2;-6;0
-6;-15;-6;-1;-1;-1;-1;-4;0
2;14;11;3;4;0;0;3;0
-2;-9;-4;5;1;0;1;-2;0
5;-7;-3;3;3;-2;0;2;0
-2;2;6;1;4;0;-4;-2;0
4;-10;-16;-17;-12;-5;0;1;0
-3;0;-5;-5;-2;-4;-3;-2;0
-1;-7;-3;-1;-2;0;0;1;0
0;4;3;3;0;2;-1;-1;0
-6;-8;2;5;4;1;-2;-3;0
-1;6;9;6;-1;1;-1;1;0
